depth(m),SP,GR,LLD,LLS,DEN,AC,lithology
1087.1,14.956,90.723,2.028,1.549,2.263,125.772,shale
1087.2,14.908,91.572,2,1.528,2.268,125.58,shale
1087.3,14.853,91.89,1.99,1.518,2.27,125.533,shale
1087.4,14.829,91.764,2.001,1.522,2.269,125.929,shale
1087.5,14.87,91.501,2.034,1.542,2.264,126.686,shale
1087.6,14.993,91.418,2.085,1.575,2.259,127.194,shale
1087.7,15.191,91.644,2.146,1.617,2.254,126.845,shale
1087.8,15.432,92.281,2.204,1.658,2.252,125.635,shale
1087.9,15.679,93.382,2.246,1.688,2.252,124.255,shale
1088,15.89,94.851,2.26,1.7,2.256,123.56,shale
1088.1,16.043,96.497,2.242,1.689,2.26,123.715,shale
1088.2,16.132,97.905,2.198,1.659,2.262,124.364,shale
1088.3,16.164,98.72,2.138,1.616,2.26,125.577,shale
1088.4,16.146,98.911,2.075,1.572,2.255,127.545,shale
1088.5,16.098,98.623,2.018,1.533,2.248,129.941,shale
1088.6,16.058,98.059,1.975,1.504,2.24,132.171,shale
1088.7,16.067,97.378,1.95,1.488,2.231,133.868,shale
1088.8,16.148,96.688,1.942,1.485,2.223,135.043,shale
1088.9,16.293,95.966,1.953,1.496,2.215,135.735,shale
1089,16.472,95.081,1.981,1.519,2.208,135.76,shale
1089.1,16.643,93.969,2.024,1.553,2.203,134.969,shale
1089.2,16.778,92.646,2.081,1.597,2.203,133.623,shale
1089.3,16.875,91.201,2.147,1.647,2.206,132.029,shale
1089.4,16.95,89.722,2.218,1.701,2.214,130.191,shale
1089.5,17.023,88.135,2.287,1.754,2.223,128.011,shale
1089.6,17.099,86.488,2.349,1.801,2.232,125.388,shale
1089.7,17.161,84.956,2.4,1.841,2.24,122.518,shale
1089.8,17.185,83.766,2.436,1.869,2.243,119.658,shale
1089.9,17.161,83.087,2.456,1.886,2.242,116.909,shale
1090,17.098,82.888,2.46,1.892,2.235,114.509,shale
1090.1,17.021,82.997,2.447,1.886,2.221,112.703,shale
1090.2,16.951,83.332,2.417,1.868,2.199,111.506,shale
1090.3,16.895,83.875,2.37,1.84,2.169,110.983,shale
1090.4,16.842,84.639,2.311,1.803,2.132,111.92,shale
1090.5,16.78,85.61,2.246,1.762,2.089,115.158,shale
1090.6,16.702,86.835,2.182,1.72,2.041,120.377,shale
1090.7,16.61,88.217,2.124,1.683,1.993,125.782,shale
1090.8,16.514,89.557,2.076,1.651,1.949,129.081,shale
1090.9,16.425,90.713,2.037,1.625,1.915,129.943,shale
1091,16.351,91.756,2.007,1.604,1.896,130.04,shale
1091.1,16.307,92.854,1.984,1.589,1.9,130.657,shale
1091.2,16.311,94.08,1.973,1.583,1.926,131.573,shale
1091.3,16.378,95.295,1.981,1.59,1.973,131.534,shale
1091.4,16.511,96.333,2.014,1.617,2.029,129.799,shale
1091.5,16.707,97.084,2.08,1.668,2.084,126.851,shale
1091.6,16.943,97.463,2.181,1.746,2.128,123.38,shale
1091.7,17.187,97.38,2.311,1.844,2.157,120.963,shale
1091.8,17.403,96.915,2.453,1.951,2.174,121.789,shale
1091.9,17.559,96.33,2.58,2.045,2.184,126.398,shale
1092,17.624,95.898,2.662,2.104,2.193,132.599,shale
1092.1,17.583,95.791,2.677,2.112,2.203,137.283,shale
1092.2,17.451,96.048,2.624,2.07,2.214,139.443,shale
1092.3,17.269,96.607,2.521,1.991,2.226,140.063,shale
1092.4,17.093,97.253,2.393,1.894,2.236,139.955,shale
1092.5,16.965,97.763,2.258,1.792,2.242,138.129,shale
1092.6,16.887,98.08,2.131,1.696,2.243,134.584,shale
1092.7,16.831,98.417,2.017,1.611,2.241,131.918,shale
1092.8,16.759,98.969,1.921,1.538,2.236,132.028,shale
1092.9,16.648,99.737,1.844,1.481,2.229,134.383,shale
1093,16.498,100.61,1.788,1.441,2.223,136.914,shale
1093.1,16.331,101.377,1.754,1.418,2.215,138.511,shale
1093.2,16.169,101.831,1.742,1.413,2.208,139.472,shale
1093.3,16.021,101.901,1.752,1.424,2.2,139.546,shale
1093.4,15.88,101.599,1.784,1.452,2.192,137.648,shale
1093.5,15.737,100.954,1.836,1.495,2.185,133.967,shale
1093.6,15.59,99.919,1.908,1.552,2.18,130.319,shale
1093.7,15.458,98.443,1.997,1.62,2.18,127.984,shale
1093.8,15.364,96.607,2.102,1.699,2.185,125.963,shale
1093.9,15.328,94.746,2.217,1.784,2.194,122.526,shale
1094,15.36,93.344,2.34,1.873,2.206,118.057,shale
1094.1,15.455,92.78,2.46,1.958,2.219,115.237,shale
1094.2,15.593,93.201,2.565,2.031,2.232,116.511,shale
1094.3,15.756,94.447,2.636,2.078,2.244,121.936,shale
1094.4,15.919,96.089,2.651,2.084,2.253,129.675,shale
1094.5,16.054,97.687,2.6,2.043,2.258,137.568,shale
1094.6,16.131,98.9,2.491,1.959,2.259,144.12,shale
1094.7,16.133,99.675,2.349,1.852,2.254,148.238,shale
1094.8,16.067,100.13,2.208,1.745,2.244,149.094,shale
1094.9,15.97,100.334,2.094,1.659,2.233,146.488,shale
1095,15.897,100.343,2.024,1.605,2.222,141.287,shale
1095.1,15.899,100.242,2.008,1.59,2.216,135.71,shale
1095.2,15.999,100.158,2.049,1.615,2.214,131.995,shale
1095.3,16.19,100.092,2.145,1.68,2.216,130.514,shale
1095.4,16.428,99.833,2.287,1.778,2.219,129.527,shale
1095.5,16.668,99.034,2.457,1.895,2.222,127.151,shale
1095.6,16.877,97.572,2.624,2.011,2.225,123.362,shale
1095.7,17.039,95.682,2.749,2.097,2.228,119.533,shale
1095.8,17.149,93.757,2.805,2.134,2.233,116.664,shale
1095.9,17.21,92.168,2.785,2.119,2.239,114.762,shale
1096,17.223,91.147,2.706,2.064,2.245,113.804,shale
1096.1,17.195,90.569,2.597,1.99,2.25,114.118,shale
1096.2,17.147,90.014,2.484,1.915,2.248,115.76,shale
1096.3,17.104,89.115,2.381,1.849,2.234,118.344,shale
1096.4,17.088,87.931,2.298,1.799,2.198,121.23,shale
1096.5,17.113,86.796,2.238,1.766,2.141,124.019,shale
1096.6,17.176,86.082,2.202,1.749,2.07,126.191,shale
1096.7,17.26,85.91,2.184,1.746,1.996,127.055,shale
1096.8,17.345,86.199,2.181,1.752,1.931,126.842,shale
1096.9,17.414,86.843,2.184,1.761,1.877,126.875,shale
1097,17.459,87.569,2.184,1.767,1.843,128.251,shale
1097.1,17.484,88.115,2.175,1.763,1.833,130.645,shale
1097.2,17.5,88.465,2.149,1.745,1.85,132.576,shale
1097.3,17.517,88.85,2.109,1.716,1.888,133.002,shale
1097.4,17.54,89.6,2.064,1.682,1.935,132.401,shale
1097.5,17.571,90.803,2.027,1.652,1.979,132.189,shale
1097.6,17.611,92.324,2.009,1.637,2.009,133.014,shale
1097.7,17.661,93.973,2.018,1.641,2.022,134.155,shale
1097.8,17.738,95.539,2.059,1.667,2.026,134.556,shale
1097.9,17.868,96.765,2.128,1.714,2.031,133.637,shale
1098,18.08,97.383,2.215,1.772,2.047,131.604,shale
1098.1,18.389,97.419,2.3,1.83,2.079,128.958,shale
1098.2,18.78,97.133,2.362,1.87,2.122,125.809,shale
1098.3,19.204,97.115,2.382,1.882,2.163,122.067,shale
1098.4,19.59,98.27,2.354,1.859,2.191,118.029,shale
1098.5,19.866,101.402,2.286,1.806,2.206,114.648,shale
1098.6,19.984,106.616,2.192,1.735,2.214,113.278,shale
1098.7,19.935,113.098,2.09,1.658,2.218,114.872,shale
1098.8,19.75,119.27,1.996,1.586,2.221,119.189,shale
1098.9,19.469,123.473,1.918,1.526,2.225,124.932,shale
1099,19.133,124.78,1.862,1.482,2.229,130.774,shale
1099.1,18.77,123.369,1.828,1.456,2.231,135.941,shale
1099.2,18.391,120.163,1.818,1.446,2.229,139.972,shale
1099.3,17.998,116.425,1.829,1.452,2.221,142.558,shale
1099.4,17.592,113.111,1.857,1.47,2.211,143.523,shale
1099.5,17.18,110.633,1.898,1.498,2.202,143.09,shale
1099.6,16.776,108.891,1.947,1.532,2.196,141.833,shale
1099.7,16.398,107.578,2.002,1.569,2.193,140.396,shale
1099.8,16.06,106.396,2.06,1.609,2.194,139.216,shale
1099.9,15.772,105.196,2.124,1.65,2.196,138.294,shale
1100,15.548,103.945,2.191,1.695,2.201,137.285,shale
1100.1,15.404,102.734,2.26,1.739,2.207,135.772,shale
1100.2,15.342,101.658,2.322,1.779,2.213,133.761,shale
1100.3,15.364,100.808,2.367,1.807,2.218,131.773,shale
1100.4,15.462,100.296,2.386,1.818,2.223,130.339,shale
1100.5,15.613,100.28,2.373,1.807,2.228,129.597,shale
1100.6,15.789,100.801,2.333,1.776,2.234,129.388,shale
1100.7,15.954,101.806,2.273,1.733,2.24,129.682,shale
1100.8,16.082,103.036,2.206,1.684,2.246,130.628,shale
1100.9,16.165,103.954,2.142,1.637,2.251,132.303,shale
1101,16.218,103.985,2.088,1.599,2.254,134.415,shale
1101.1,16.26,102.843,2.051,1.572,2.255,136.388,shale
1101.2,16.307,100.665,2.035,1.562,2.253,137.692,shale
1101.3,16.365,97.882,2.043,1.568,2.249,138.005,shale
1101.4,16.413,94.927,2.075,1.59,2.244,137.288,shale
1101.5,16.429,92.082,2.129,1.627,2.239,135.657,shale
1101.6,16.404,89.467,2.202,1.677,2.235,133.225,shale
1101.7,16.342,87.194,2.286,1.735,2.233,130.055,shale
1101.8,16.26,85.473,2.376,1.795,2.234,126.299,shale
1101.9,16.185,84.589,2.461,1.854,2.239,122.39,shale
1102,16.133,84.842,2.536,1.907,2.247,118.898,shale
1102.1,16.099,86.222,2.599,1.952,2.257,116.215,shale
1102.2,16.074,88.352,2.648,1.988,2.269,114.394,shale
1102.3,16.045,90.647,2.686,2.015,2.28,113.366,shale
1102.4,16.021,92.532,2.709,2.031,2.287,113.068,shale
1102.5,16.024,93.726,2.713,2.032,2.289,113.459,shale
1102.6,16.067,94.317,2.69,2.015,2.286,114.494,shale
1102.7,16.144,94.564,2.636,1.976,2.279,115.962,shale
1102.8,16.23,94.685,2.555,1.918,2.269,117.447,shale
1102.9,16.278,94.751,2.455,1.847,2.258,118.487,shale
1103,16.24,94.67,2.35,1.774,2.247,118.876,shale
1103.1,16.085,94.356,2.252,1.707,2.238,118.702,shale
1103.2,15.813,93.826,2.171,1.651,2.23,118.22,shale
1103.3,15.45,93.154,2.111,1.611,2.224,117.824,shale
1103.4,15.038,92.468,2.073,1.587,2.221,118.038,shale
1103.5,14.621,91.935,2.057,1.579,2.221,119.144,shale
1103.6,14.242,91.658,2.058,1.585,2.224,120.875,shale
1103.7,13.943,91.609,2.074,1.601,2.228,122.574,shale
1103.8,13.757,91.669,2.097,1.622,2.234,123.683,shale
1103.9,13.695,91.87,2.125,1.645,2.239,124.113,shale
1104,13.751,92.286,2.152,1.668,2.245,124.004,shale
1104.1,13.901,92.914,2.179,1.689,2.25,123.574,shale
1104.2,14.116,93.67,2.205,1.71,2.254,123.285,shale
1104.3,14.377,94.494,2.23,1.729,2.256,123.755,shale
1104.4,14.678,95.338,2.254,1.748,2.256,125.132,shale
1104.5,15.016,96.069,2.27,1.762,2.253,126.935,shale
1104.6,15.377,96.484,2.274,1.769,2.247,128.523,shale
1104.7,15.733,96.517,2.264,1.766,2.238,129.345,shale
1104.8,16.053,96.15,2.244,1.758,2.228,129.222,shale
1104.9,16.304,95.543,2.223,1.748,2.218,128.513,shale
1105,16.484,94.878,2.213,1.746,2.211,127.571,shale
1105.1,16.613,94.286,2.224,1.757,2.208,126.515,shale
1105.2,16.734,93.82,2.261,1.787,2.208,125.48,shale
1105.3,16.894,93.557,2.324,1.834,2.212,124.577,shale
1105.4,17.126,93.491,2.402,1.894,2.217,123.989,shale
1105.5,17.427,93.661,2.483,1.957,2.222,123.926,shale
1105.6,17.772,94.097,2.554,2.014,2.225,124.395,shale
1105.7,18.122,94.81,2.605,2.056,2.226,125.038,shale
1105.8,18.44,95.607,2.631,2.079,2.225,125.421,shale
1105.9,18.707,96.185,2.631,2.082,2.223,125.227,shale
1106,18.933,96.146,2.611,2.069,2.219,124.444,shale
1106.1,19.148,95.29,2.578,2.047,2.216,123.609,shale
1106.2,19.399,93.831,2.542,2.023,2.214,123.142,shale
1106.3,19.713,92.311,2.517,2.009,2.212,122.908,shale
1106.4,20.085,91.198,2.517,2.013,2.209,122.575,shale
1106.5,20.475,90.759,2.55,2.042,2.205,121.971,shale
1106.6,20.834,91.011,2.622,2.098,2.201,121.099,shale
1106.7,21.122,91.766,2.727,2.177,2.196,120.025,shale
1106.8,21.329,92.678,2.852,2.269,2.192,118.918,shale
1106.9,21.475,93.436,2.976,2.361,2.191,118.099,shale
1107,21.596,93.847,3.078,2.436,2.193,117.825,shale
1107.1,21.723,93.863,3.147,2.487,2.199,118.134,shale
1107.2,21.876,93.435,3.194,2.52,2.208,118.794,shale
1107.3,22.065,92.544,3.237,2.549,2.217,119.343,shale
1107.4,22.316,91.278,3.297,2.586,2.226,119.299,shale
1107.5,22.664,89.794,3.386,2.643,2.23,118.646,shale
1107.6,23.138,88.262,3.5,2.715,2.23,118.254,shale
1107.7,23.718,86.809,3.619,2.792,2.225,119.215,shale
1107.8,24.331,85.622,3.71,2.851,2.214,121.663,shale
1107.9,24.865,84.965,3.742,2.871,2.201,124.486,shale
1108,25.213,84.994,3.705,2.845,2.186,126.28,shale
1108.1,25.31,85.663,3.618,2.785,2.172,126.343,shale
1108.2,25.149,86.696,3.51,2.712,2.16,124.762,shale
1108.3,24.775,87.721,3.409,2.644,2.152,121.662,shale
1108.4,24.254,88.549,3.326,2.588,2.15,117.329,shale
1108.5,23.652,89.291,3.254,2.54,2.154,112.988,shale
1108.6,23.016,90.176,3.178,2.488,2.165,110.289,shale
1108.7,22.367,91.423,3.077,2.418,2.181,110.181,shale
1108.8,21.722,93.095,2.942,2.322,2.201,112.366,shale
1108.9,21.094,95.073,2.779,2.205,2.22,116.036,shale
1109,20.499,97.179,2.605,2.078,2.236,120.457,shale
1109.1,19.948,99.366,2.435,1.951,2.245,125.016,shale
1109.2,19.443,101.659,2.279,1.832,2.247,129.1,shale
1109.3,18.974,104.001,2.139,1.723,2.241,132.142,shale
1109.4,18.538,106.128,2.015,1.626,2.231,134.311,shale
1109.5,18.125,107.615,1.908,1.541,2.219,136.276,shale
1109.6,17.732,108.149,1.818,1.47,2.209,138.565,shale
1109.7,17.353,107.867,1.75,1.416,2.201,141.226,shale
1109.8,16.998,107.142,1.707,1.381,2.196,143.94,shale
1109.9,16.678,106.321,1.689,1.365,2.191,146.342,shale
1110,16.414,105.557,1.697,1.367,2.187,148.035,shale
1110.1,16.226,104.811,1.726,1.384,2.182,148.831,shale
1110.2,16.122,103.849,1.773,1.414,2.177,148.741,shale
1110.3,16.094,102.408,1.831,1.452,2.174,147.771,shale
1110.4,16.118,100.524,1.895,1.493,2.175,146.23,shale
1110.5,16.16,98.618,1.958,1.534,2.18,144.667,shale
1110.6,16.187,97.152,2.019,1.571,2.188,143.463,shale
1110.7,16.169,96.374,2.073,1.602,2.199,142.655,shale
1110.8,16.089,96.204,2.117,1.625,2.21,142.162,shale
1110.9,15.942,96.388,2.146,1.637,2.219,142.162,shale
1111,15.74,96.683,2.155,1.636,2.226,142.902,shale
1111.1,15.511,97.004,2.143,1.622,2.23,144.205,shale
1111.2,15.293,97.397,2.114,1.599,2.232,145.292,shale
1111.3,15.125,97.875,2.076,1.571,2.231,145.505,shale
1111.4,15.032,98.347,2.036,1.543,2.229,144.894,shale
1111.5,15.01,98.466,2.002,1.519,2.225,143.887,shale
1111.6,15.027,97.897,1.976,1.5,2.221,142.809,shale
1111.7,15.047,96.716,1.958,1.487,2.218,141.757,shale
1111.8,15.04,95.335,1.947,1.479,2.215,140.76,shale
1111.9,14.975,94.333,1.941,1.473,2.213,139.872,shale
1112,14.837,94.12,1.938,1.471,2.213,139.123,shale
1112.1,14.624,94.796,1.94,1.471,2.215,138.445,shale
1112.2,14.358,96.102,1.946,1.475,2.217,137.841,shale
1112.3,14.074,97.557,1.957,1.482,2.22,137.413,shale
1112.4,13.816,98.63,1.972,1.492,2.223,137.16,shale
1112.5,13.617,98.92,1.989,1.505,2.226,136.888,shale
1112.6,13.5,98.398,2.008,1.52,2.228,136.349,shale
1112.7,13.462,97.409,2.026,1.534,2.23,135.42,shale
1112.8,13.478,96.362,2.042,1.548,2.232,134.117,shale
1112.9,13.506,95.633,2.053,1.559,2.234,132.575,shale
1113,13.518,95.345,2.057,1.565,2.235,130.896,shale
1113.1,13.506,95.418,2.052,1.565,2.235,129.298,shale
1113.2,13.479,95.663,2.036,1.556,2.235,128.291,shale
1113.3,13.45,95.8,2.006,1.538,2.234,128.536,shale
1113.4,13.42,95.686,1.967,1.512,2.232,130.306,shale
1113.5,13.37,95.341,1.925,1.484,2.229,133.076,shale
1113.6,13.285,94.922,1.889,1.459,2.226,135.836,shale
1113.7,13.172,94.571,1.868,1.445,2.222,137.625,shale
1113.8,13.065,94.322,1.869,1.446,2.216,137.754,shale
1113.9,13.022,94.202,1.899,1.467,2.208,135.972,shale
1114,13.094,94.383,1.957,1.509,2.201,132.868,shale
1114.1,13.295,94.908,2.045,1.57,2.194,129.468,shale
1114.2,13.599,95.566,2.157,1.651,2.188,126.496,shale
1114.3,13.953,96.049,2.291,1.746,2.184,123.888,shale
1114.4,14.304,96.228,2.44,1.853,2.18,120.791,shale
1114.5,14.616,96.29,2.595,1.962,2.179,116.654,shale
1114.6,14.882,96.685,2.742,2.062,2.18,111.976,shale
1114.7,15.114,97.783,2.859,2.138,2.185,107.841,shale
1114.8,15.339,99.628,2.926,2.178,2.194,104.999,shale
1114.9,15.587,101.835,2.931,2.177,2.209,103.684,shale
1115,15.882,103.759,2.885,2.144,2.226,103.555,shale
1115.1,16.226,104.641,2.81,2.093,2.24,103.603,shale
1115.2,16.591,104.065,2.73,2.041,2.249,102.944,shale
1115.3,16.926,102.198,2.656,1.993,2.249,101.229,shale
1115.4,17.179,99.565,2.589,1.949,2.243,99.382,shale
1115.5,17.316,96.72,2.521,1.906,2.233,99.204,shale
1115.6,17.332,94.204,2.446,1.857,2.225,101.589,shale
1115.7,17.245,92.33,2.36,1.8,2.217,106.049,shale
1115.8,17.091,91.19,2.27,1.741,2.209,111.442,shale
1115.9,16.908,90.525,2.187,1.686,2.196,117.526,shale
1116,16.738,89.872,2.127,1.646,2.178,123.609,shale
1116.1,16.61,88.895,2.103,1.632,2.153,127.814,shale
1116.2,16.541,87.589,2.121,1.647,2.124,128.633,shale
1116.3,16.536,86.169,2.184,1.693,2.091,126.374,shale
1116.4,16.6,85.024,2.288,1.769,2.056,123.246,shale
1116.5,16.736,84.426,2.425,1.866,2.017,120.615,shale
1116.6,16.953,84.388,2.575,1.974,1.997,118.596,shale
1116.7,17.263,84.621,2.719,2.075,2.002,117.427,shale
1116.8,17.684,84.828,2.837,2.156,2.034,118.157,shale
1116.9,18.227,84.9,2.924,2.213,2.084,120.971,shale
1117,18.887,84.798,2.982,2.247,2.138,124.111,shale
1117.1,19.628,84.458,3.019,2.264,2.186,125.867,shale
1117.2,20.384,83.852,3.039,2.267,2.22,125.906,shale
1117.3,21.077,83.085,3.047,2.262,2.237,125.532,shale
1117.4,21.65,82.531,3.045,2.251,2.242,125.569,shale
1117.5,22.075,82.524,3.031,2.234,2.237,125.309,shale
1117.6,22.35,83.237,3.008,2.213,2.225,123.88,shale
1117.7,22.488,84.614,2.981,2.19,2.211,121.489,shale
1117.8,22.499,86.325,2.956,2.169,2.2,119.256,shale
1117.9,22.376,87.809,2.936,2.152,2.195,117.817,shale
1118,22.109,88.551,2.921,2.141,2.195,117.029,shale
1118.1,21.7,88.369,2.911,2.133,2.2,116.239,shale
1118.2,21.183,87.52,2.902,2.127,2.207,114.708,shale
1118.3,20.6,86.393,2.886,2.117,2.216,111.732,shale
1118.4,19.99,85.284,2.851,2.096,2.225,107.37,shale
1118.5,19.375,84.274,2.786,2.056,2.231,103.337,shale
1118.6,18.783,83.4,2.69,1.995,2.229,101.865,shale
1118.7,18.254,82.821,2.571,1.919,2.214,104.224,shale
1118.8,17.839,82.702,2.443,1.836,2.184,109.659,shale
1118.9,17.565,83.087,2.321,1.757,2.14,116.269,shale
1119,17.427,83.933,2.217,1.689,2.09,122.616,shale
1119.1,17.383,84.992,2.139,1.638,2.039,127.461,shale
1119.2,17.37,85.837,2.09,1.606,1.995,129.67,shale
1119.3,17.337,86.142,2.07,1.595,1.966,128.833,shale
1119.4,17.268,85.872,2.079,1.604,1.959,126.167,shale
1119.5,17.184,85.349,2.111,1.63,1.975,123.78,shale
1119.6,17.121,84.99,2.158,1.668,2.002,122.904,shale
1119.7,17.103,85.017,2.207,1.709,2.029,123.263,shale
1119.8,17.119,85.339,2.244,1.742,2.048,123.621,shale
1119.9,17.136,85.764,2.259,1.758,2.058,123.381,shale
1120,17.116,86.195,2.251,1.755,2.064,123.026,shale
1120.1,17.035,86.577,2.229,1.738,2.074,123.253,shale
1120.2,16.902,86.856,2.202,1.713,2.093,123.965,shale
1120.3,16.752,87.139,2.18,1.688,2.12,124.592,shale
1120.4,16.629,87.537,2.168,1.669,2.15,124.619,shale
1120.5,16.557,88.048,2.167,1.658,2.178,123.804,shale
1120.6,16.528,88.558,2.173,1.654,2.197,122.332,shale
1120.7,16.511,88.961,2.185,1.656,2.206,120.736,shale
1120.8,16.468,89.185,2.2,1.662,2.207,119.5,shale
1120.9,16.375,89.209,2.218,1.672,2.205,118.57,shale
1121,16.233,88.96,2.24,1.684,2.206,117.71,shale
1121.1,16.071,88.394,2.265,1.699,2.213,116.921,shale
1121.2,15.942,87.48,2.293,1.715,2.223,116.417,shale
1121.3,15.898,86.317,2.319,1.729,2.232,115.868,shale
1121.4,15.971,85.173,2.339,1.74,2.24,114.741,shale
1121.5,16.166,84.422,2.35,1.745,2.247,113.257,shale
1121.6,16.466,84.404,2.352,1.745,2.254,111.769,shale
1121.7,16.841,85.2,2.349,1.743,2.258,110.208,shale
1121.8,17.263,86.546,2.349,1.743,2.258,108.345,shale
1121.9,17.718,87.929,2.36,1.752,2.254,106.76,shale
1122,18.199,88.938,2.39,1.774,2.244,106.885,shale
1122.1,18.688,89.555,2.44,1.81,2.229,109.267,shale
1122.2,19.16,90.028,2.508,1.859,2.21,113.033,shale
1122.3,19.599,90.537,2.582,1.914,2.19,116.924,shale
1122.4,20.016,91.055,2.647,1.964,2.173,120.278,shale
1122.5,20.458,91.349,2.686,1.999,2.162,122.645,shale
1122.6,20.982,91.229,2.691,2.011,2.159,123.448,shale
1122.7,21.62,90.7,2.666,2.002,2.164,122.968,shale
1122.8,22.356,89.982,2.626,1.982,2.175,121.95,shale
1122.9,23.123,89.308,2.589,1.962,2.19,120.738,shale
1123,23.837,88.947,2.567,1.951,2.204,119.216,shale
1123.1,24.432,89.055,2.566,1.954,2.215,117.566,shale
1123.2,24.885,89.531,2.588,1.971,2.222,116.814,shale
1123.3,25.223,90.184,2.628,2.001,2.227,117.464,shale
1123.4,25.511,90.897,2.679,2.038,2.229,120.096,shale
1123.5,25.821,91.549,2.736,2.08,2.23,125.301,shale
1123.6,26.213,91.955,2.801,2.128,2.23,132.426,shale
1123.7,26.729,91.841,2.88,2.185,2.229,139.052,shale
1123.8,27.392,91.039,2.983,2.259,2.226,142.551,shale
1123.9,28.211,89.557,3.124,2.358,2.223,143.549,shale
1124,29.17,87.647,3.311,2.488,2.218,145.371,shale
1124.1,30.229,85.682,3.546,2.648,2.212,151.407,shale
1124.2,31.325,84.01,3.818,2.833,2.201,161.818,shale
1124.3,32.381,82.872,4.106,3.027,2.185,173.799,shale
1124.4,33.324,82.218,4.389,3.221,2.163,184.722,sand
1124.5,34.103,81.79,4.656,3.408,2.134,190.464,sand
1124.6,34.694,81.359,4.915,3.589,2.103,186.862,sand
1124.7,35.097,80.806,5.184,3.773,2.072,174.043,sand
1124.8,35.327,80.153,5.478,3.964,2.046,157.43,sand
1124.9,35.408,79.445,5.789,4.153,2.025,143.919,sand
1125,35.372,78.704,6.073,4.31,2.013,136.362,sand
1125.1,35.258,78.017,6.237,4.386,2.009,132.841,sand
1125.2,35.095,77.554,6.181,4.326,2.011,129.876,sand
1125.3,34.886,77.606,5.86,4.111,2.018,127.277,sand
1125.4,34.613,78.5,5.338,3.776,2.027,126.902,sand
1125.5,34.242,80.397,4.74,3.394,2.037,128.739,sand
1125.6,33.724,83.059,4.178,3.033,2.045,131.008,shale
1125.7,33.009,86.01,3.713,2.731,2.052,130.855,shale
1125.8,32.063,88.728,3.363,2.5,2.058,127.658,shale
1125.9,30.884,90.741,3.119,2.338,2.063,123.936,shale
1126,29.527,91.784,2.964,2.235,2.07,122.247,shale
1126.1,28.097,91.818,2.874,2.176,2.081,122.662,shale
1126.2,26.734,90.97,2.821,2.143,2.097,123.115,shale
1126.3,25.561,89.543,2.774,2.114,2.119,122.209,shale
1126.4,24.646,87.927,2.703,2.069,2.146,120.797,shale
1126.5,23.975,86.468,2.597,1.996,2.173,120.958,shale
1126.6,23.474,85.376,2.464,1.902,2.19,123.429,shale
1126.7,23.066,84.798,2.327,1.801,2.188,127.294,shale
1126.8,22.7,84.632,2.207,1.71,2.161,131.372,shale
1126.9,22.359,84.668,2.117,1.64,2.113,134.561,shale
1127,22.037,84.728,2.057,1.591,2.058,136.365,shale
1127.1,21.728,84.708,2.023,1.561,2.012,136.834,shale
1127.2,21.417,84.651,2.003,1.543,1.985,135.966,shale
1127.3,21.094,84.704,1.989,1.53,1.976,133.614,shale
1127.4,20.761,84.89,1.977,1.519,1.979,130.169,shale
1127.5,20.439,85.137,1.966,1.509,1.987,126.512,shale
1127.6,20.147,85.294,1.961,1.503,1.998,123.437,shale
1127.7,19.9,85.281,1.966,1.504,2.012,121.225,shale
1127.8,19.697,85.05,1.986,1.513,2.022,119.841,shale
1127.9,19.532,84.688,2.022,1.533,2.024,119.291,shale
1128,19.405,84.341,2.073,1.563,2.016,119.639,shale
1128.1,19.321,84.152,2.137,1.6,2.005,120.688,shale
1128.2,19.285,84.09,2.209,1.643,1.997,121.942,shale
1128.3,19.296,83.926,2.285,1.688,1.997,122.647,shale
1128.4,19.336,83.428,2.36,1.733,2.009,123.513,shale
1128.5,19.374,82.619,2.424,1.77,2.03,126.383,shale
1128.6,19.377,81.828,2.468,1.795,2.056,131.705,shale
1128.7,19.336,81.563,2.481,1.8,2.08,138.071,shale
1128.8,19.263,82.275,2.462,1.786,2.097,143.159,shale
1128.9,19.181,84.079,2.413,1.752,2.105,145.682,shale
1129,19.112,86.653,2.343,1.703,2.105,145.708,shale
1129.1,19.062,89.357,2.262,1.645,2.103,144.327,shale
1129.2,19.026,91.482,2.179,1.584,2.101,141.843,shale
1129.3,18.987,92.545,2.101,1.526,2.104,138.282,shale
1129.4,18.925,92.474,2.033,1.476,2.111,134.471,shale
1129.5,18.833,91.601,1.978,1.435,2.12,131.712,shale
